dev,ino,size_bytes
2053,2627959,967
2053,2627960,28358
2053,2627962,3322
2053,2627963,2208
2053,2627964,0
2053,2627966,562
2053,2627968,457
2053,2627969,801
2053,2627970,1212
2053,2627971,370
2053,2627973,528
2053,2627974,1293
2053,2627975,4615
2053,2627977,4642
2053,2627978,163
2053,2627979,11893
2053,2627981,758
2053,2627982,906
2053,2627983,2038
2053,2627984,1921
2053,2627986,2937
2053,2627987,13380
2053,2627989,573
2053,2627990,184
2053,2627992,760
2053,2627993,490
2053,2627994,415
2053,2627995,1950
2053,2627996,256
2053,2627997,457
2053,2627998,377
2053,2627999,536
2053,2628000,143
2053,2628001,902
2053,2628002,303
2053,2628003,1072
2053,2628004,270
2053,2628005,159
2053,2628007,1160
2053,2628008,829
2053,2628009,79
2053,2628010,716
2053,2628011,620
2053,2628012,227
2053,2628013,78
2053,2628014,863
2053,2628015,20
2053,2628016,439
2053,2628017,859
2053,2628018,706
2053,2628019,852
2053,2628020,90
2053,2628021,508
2053,2628022,555
2053,2628023,252
2053,2628024,12
2053,2628025,138
2053,2628026,1688
2053,2628027,523
2053,2628028,2817
2053,2628029,6449
2053,2628030,78
2053,2628031,447
2053,2628032,0
2053,2628034,181
2053,2628035,576
2053,2628036,129
2053,2628037,157
2053,2628038,477
2053,2628039,247
2053,2628040,303
2053,2628041,0
2053,2628043,1625
2053,2628044,2234
2053,2628045,1090
2053,2628046,3771
2053,2628047,2239
2053,2628048,637
2053,2628050,1815
2053,2628051,729
2053,2628052,235
2053,2628053,299
2053,2628054,2232
2053,2628056,354
2053,2628057,433
2053,2628058,564
2053,2628059,476
2053,2628060,88
2053,2628061,0
2053,2628063,211
2053,2628064,581
2053,2628065,478
2053,2628066,706
2053,2628067,601
2053,2628068,0
2053,2628070,157
2053,2628071,850
2053,2628072,3011
2053,2628073,9202
2053,2628074,4993
2053,2628075,1796
2053,2628076,4475
2053,2628077,1241
2053,2628078,8583
2053,2628079,814
2053,2628080,1149
2053,2628081,1089
2053,2628082,2400
2053,2628083,501
2053,2628084,3576
2053,2628086,1441
2053,2628087,207
2053,2628088,348
2053,2628089,2640
2053,2628090,1828
2053,2628091,806
2053,2628092,1156
2053,2628093,343
2053,2628094,1064
2053,2628095,1547
2053,2628096,2531
2053,2628097,1679
2053,2628098,709
2053,2628099,3011
2053,2628100,243
2053,2628102,1835
2053,2628103,69
2053,2628104,2657
2053,2628105,0
2053,2628107,1301
2053,2628108,0
2053,2628110,535
2053,2628111,422
2053,2628112,3388
2053,2628113,1377
2053,2628115,527
2053,2628116,624
2053,2628117,429
2053,2628118,1052
2053,2628119,2922
2053,2628120,841
2053,2628122,95
2053,2628123,4094
2053,2628124,1504
2053,2628126,1325
2053,2628127,570
2053,2628128,572
2053,2628129,0
2053,2628131,547
2053,2628132,3195
2053,2628133,1486
2053,2628134,100
2053,2628135,1769
2053,2628136,130
2053,2628137,308
2053,2628138,309
2053,2628139,1435
2053,2628140,68
2053,2628142,780
2053,2628143,155
2053,2628144,391
2053,2628145,1212
2053,2628146,358
2053,2628147,925
2053,2628148,103
2053,2628149,267
2053,2628150,430
2053,2628152,184
2053,2628153,717
2053,2628155,1251
2053,2628156,0
2053,2628158,222
2053,2628159,438
2053,2628160,198
2053,2628161,100
2053,2628162,2262
2053,2628163,417
2053,2628164,1715
2053,2628165,242
2053,2628166,126
2053,2628167,0
2053,2628169,266
2053,2628170,298
2053,2628171,614
2053,2628172,209
2053,2628173,170
2053,2628174,288
2053,2628175,69
2053,2628176,0
2053,2628178,762
2053,2628179,1559
2053,2628181,311
2053,2628182,176
2053,2628183,478
2053,2628184,156
2053,2628185,665
2053,2628186,0
2053,2628188,168
2053,2628189,391
2053,2628190,0
2053,2628192,653
2053,2628193,237
2053,2628194,2195
2053,2628195,735
2053,2628196,579
2053,2628197,2272
2053,2628198,95
2053,2628199,576
2053,2628200,0
2053,2628202,308
2053,2628203,69
2053,2628204,349
2053,2628205,249
2053,2628206,187
2053,2628207,1169
2053,2628208,524
2053,2628210,0
2053,2628212,0
2053,2628214,315
2053,2628215,59
2053,2628216,81
2053,2628217,445
2053,2628218,299
2053,2628219,142
2053,2628220,0
2053,2628222,257
2053,2628223,1085
2053,2628224,1159
2053,2628225,4097
2053,2628226,318
2053,2628227,76
2053,2628228,586
2053,2628229,0
2053,2628231,2478
2053,2628232,160
2053,2628233,59
2053,2628234,361
2053,2628235,120
2053,2628236,2052
2053,2628237,4641
2053,2628238,1150
2053,2628239,774
2053,2628240,1969
2053,2628241,3149
2053,2628242,982
2053,2628243,617
2053,2628244,371
2053,2628245,1493
2053,2628246,1605
2053,2628247,68
2053,2628248,527
2053,2628249,1316
2053,2628251,852
2053,2628252,725
2053,2628253,59
2053,2628254,409
2053,2628255,0
2053,2628257,3375
2053,2628258,3107
2053,2628259,1417
2053,2628260,3288
2053,2628261,13828
2053,2628262,1220
2053,2628263,4790
2053,2628264,249
2053,2628265,3487
2053,2628266,170
2053,2628267,849
2053,2628268,142
2053,2628269,351
2053,2628270,881
2053,2628272,172
2053,2628273,297
2053,2628274,1033
2053,2628276,62
2053,2628278,33
2053,2628279,31
2053,2628280,30
2053,2628281,27
2053,2628282,27
2053,2628283,26
2053,2628284,33
2053,2628285,33
2053,2628286,29
2053,2628287,32
2053,2628288,35
2053,2628289,22
2053,2628290,27
2053,2628291,22
2053,2628292,20
2053,2628293,27
2053,2628294,29
2053,2628295,26
2053,2628296,26
2053,2628297,28
2053,2628298,30
2053,2628299,38
2053,2628300,35
2053,2628301,30
2053,2628302,27
2053,2628303,30
2053,2628304,21
2053,2628305,23
2053,2628306,22
2053,2628307,28
2053,2628308,2363
2053,2628309,26
2053,2628310,26
2053,2628311,26
2053,2628313,0
2053,2628315,63
2053,2628317,1416
2053,2628318,1619
2053,2628319,2812
2053,2628321,1295
2053,2628322,712
2053,2628323,569
2053,2628324,2389
2053,2628325,652
2053,2628326,451
2053,2628327,0
2053,2628329,1687
2053,2628330,846
2053,2628331,1207
2053,2628332,1384
2053,2628334,603
2053,2628335,188
2053,2628336,2074
2053,2628337,1212
2053,2628338,315
2053,2628339,32
2053,2628340,192
2053,2628341,325
2053,2628342,1202
2053,2628343,1650
2053,2628344,3375
2053,2628345,1136
2053,2628346,0
2053,2628348,158
2053,2628350,67
2053,2628351,3825
2053,2628352,6089
2053,2628353,135
2053,2628355,0
2053,2628356,331
2053,2628357,226
2053,2628358,354
2053,2628359,11280
2053,2628360,407
2053,2628361,308
2053,2628363,1430
2053,2628364,116
2053,2628365,74
2053,2628367,586
2053,2628368,204
2053,2628369,195
2053,2628370,395
2053,2628371,2197
2053,2628373,404
2053,2628374,1178
2053,2628375,414
2053,2628376,1080
2053,2628377,392
2053,2628378,150
2053,2628379,361
2053,2628380,260
2053,2628381,306
2053,2628382,300
2053,2628383,1751
2053,2628384,428
2053,2628385,197
2053,2628386,360
2053,2628387,979
2053,2628388,498
2053,2628389,385
2053,2628390,428
2053,2628391,549
2053,2628393,4287
2053,2628394,11139
2053,2628395,1354
2053,2628396,912
2053,2628397,5358
2053,2628398,1097
2053,2628399,1371
2053,2628400,230
2053,2628401,631
2053,2628402,2522
2053,2628403,903
2053,2628404,1558
2053,2628405,603
2053,2628406,1348
2053,2628407,744
2053,2628408,43146
2053,2628409,7843
2053,2628410,4881
2053,2628411,1353
2053,2628412,19
2053,2628414,1918
2053,2628415,654
2053,2628417,3970
2053,2628418,818
2053,2628419,340
2053,2628421,4153
2053,2628422,557
2053,2628423,17734
2053,2628425,63
2053,2628427,2649
2053,2628428,362
2053,2628429,748
2053,2628430,324
2053,2628431,1997
2053,2628432,1075
2053,2628433,1984
2053,2628434,684
2053,2628435,8317
2053,2628436,366
2053,2628437,1088
2053,2628438,4829
2053,2628439,400
2053,2628440,2029
2053,2628441,8747
2053,2628442,1686
2053,2628443,523
2053,2628445,3972
2053,2628446,829
2053,2628447,157
2053,2628449,2629
2053,2628451,256
2053,2628453,24
2053,2628454,26
2053,2628455,31
2053,2628456,30
2053,2628457,28
2053,2628458,28
2053,2628459,27
2053,2628460,19
2053,2628461,20
2053,2628462,21
2053,2628463,24
2053,2628464,22
2053,2628465,25
2053,2628466,29
2053,2628467,29
2053,2628468,38
2053,2628469,35
2053,2628470,30
2053,2628471,27
2053,2628472,26
2053,2628473,22
2053,2628474,21
2053,2628475,27
2053,2628476,2105
2053,2628477,31
2053,2628478,28
2053,2628479,29
2053,2628481,551
2053,2628482,0
2053,2628484,574
2053,2628485,195
2053,2628486,3701
2053,2628487,436
2053,2628489,1431
2053,2628490,1572
2053,2628492,297
2053,2628493,76
2053,2628494,507
2053,2628495,292
2053,2628496,502
2053,2628497,325
2053,2628498,502
2053,2628499,499
2053,2628500,0
2053,2628502,279
2053,2628503,0
2053,2628504,0
2053,2628505,0
2053,2628506,0
2053,2628507,0
2053,2628508,380
2053,2628509,0
2053,2628510,365
2053,2628511,3059
2053,2628512,0
2053,2628513,0
2053,2628514,0
2053,2628515,217
2053,2628516,0
2053,2628517,0
2053,2628518,0
2053,2628519,0
2053,2628520,0
2053,2628521,0
2053,2628522,182
2053,2628523,0
2053,2628524,0
2053,2628525,0
2053,2628527,1421
2053,2628528,804
2053,2628529,4676
2053,2628530,629
2053,2628532,2477
2053,2628533,2825
2053,2628534,1391
2053,2628535,1389
2053,2628537,34
2053,2628539,50
2053,2628540,0
2053,2628541,14905
2053,2628542,1561
2053,2628543,873
2053,2628545,77
2053,2628546,77
2053,2628547,287
2053,2628548,77
2053,2628549,77
2053,2628550,462
2053,2628551,1844
2053,2628552,457
2053,2628554,883
2053,2628555,1065
2053,2628556,2140
2053,2628557,1107
2053,2628558,172
2053,2628559,733
2053,2628560,956
2053,2628561,0
2053,2628563,673
2053,2628564,1392
2053,2628566,159
2053,2628567,107
2053,2628568,159
2053,2628569,147
2053,2628570,176
2053,2628571,128
2053,2628572,176
2053,2628573,371
2053,2628574,0
2053,2628576,296
2053,2628577,0
2053,2628578,0
2053,2628579,0
2053,2628580,0
2053,2628581,0
2053,2628582,380
2053,2628583,0
2053,2628584,338
2053,2628585,3059
2053,2628586,0
2053,2628587,0
2053,2628588,0
2053,2628589,181
2053,2628590,0
2053,2628591,0
2053,2628592,0
2053,2628593,0
2053,2628594,0
2053,2628595,0
2053,2628596,182
2053,2628597,0
2053,2628598,0
2053,2628599,0
2053,2628601,1918
2053,2628602,1828
2053,2628603,9072
2053,2628604,1909
2053,2628605,262
2053,2628606,4712
2053,2628607,219
2053,2628609,4045
2053,2628610,1500
2053,2628611,3184
2053,2628612,9289
2053,2628613,161
2053,2628614,453
2053,2628615,3640
2053,2628616,13788
2053,2628618,702
2053,2628619,2228
2053,2628620,100
2053,2628621,1222
2053,2628622,972
2053,2628623,312
2053,2628624,2077
2053,2628626,217
2053,2628627,1340
2053,2628628,3154
2053,2628629,1166
2053,2628630,902
2053,2628631,796
2053,2628633,127
2053,2628634,125
2053,2628635,363
2053,2628636,117
2053,2628637,117
2053,2628638,349
2053,2628639,0
2053,2628641,125
2053,2628642,117
2053,2628643,281
2053,2628644,459
2053,2628645,0
2053,2628647,383
2053,2628648,0
2053,2628650,1029
2053,2628651,0
2053,2628653,386
2053,2628654,3346
2053,2628655,6237
2053,2628656,1490
2053,2628657,4244
2053,2628658,1103
2053,2628659,274
2053,2628660,4348
2053,2628661,0
2053,2628663,85
2053,2628664,194
2053,2628665,1134
2053,2628666,625
2053,2628667,123
2053,2628668,0
2053,2628670,510
2053,2628671,103
2053,2628672,103
2053,2628673,103
2053,2628674,103
2053,2628675,604
2053,2628676,0
2053,2628678,527
2053,2628679,379
2053,2628680,1592
2053,2628681,0
2053,2628683,352
2053,2628684,186
2053,2628685,216
2053,2628686,182
2053,2628687,595
2053,2628688,2327
2053,2628689,0
2053,2628691,234
2053,2628692,0
2053,2628694,0
2053,2628696,0
2053,2628698,0
2053,2628700,100
2053,2628701,283
2053,2628702,577
2053,2628703,305
2053,2628704,299
2053,2628705,1527
2053,2628706,0
2053,2628708,1342
2053,2628709,113
2053,2628710,1011
2053,2628711,519
2053,2628712,216
2053,2628713,1729
2053,2628714,695
2053,2628716,470
2053,2628717,29
2053,2628718,338
2053,2628719,540
2053,2628721,482
2053,2628722,240
2053,2628723,487
2053,2628724,907
2053,2628725,202
2053,2628727,619
2053,2628728,0
2053,2628730,0
2053,2628732,518
2053,2628733,0
2053,2628735,1350
2053,2628737,384
2053,2628739,204
2053,2628740,0
2053,2628742,3390
2053,2628743,335
2053,2628744,349
2053,2628745,0
2053,2628747,454
2053,2628748,592
2053,2628749,547
2053,2628750,73
2053,2628751,690
2053,2628752,2028
2053,2628753,0
2053,2628755,66
2053,2628756,389
2053,2628757,1639
2053,2628758,981
2053,2628759,116
2053,2628760,217
2053,2628762,252
2053,2628763,251
2053,2628764,0
2053,2628766,115
2053,2628767,418
2053,2628768,63
2053,2628769,63
2053,2628771,1788
2053,2628772,534
2053,2628773,1309
2053,2628774,244
2053,2628775,442
2053,2628776,1413
2053,2628777,3170
2053,2628778,1907
2053,2628779,1535
2053,2628780,825
2053,2628782,0
2053,2628784,1554
2053,2628785,3756
2053,2628786,46
2053,2628787,148
2053,2628788,1795
2053,2628789,650
2053,2628790,1045
2053,2628791,860
2053,2628792,3653
2053,2628793,0
2053,2628795,6548
2053,2628796,0
2053,2628798,375
2053,2628799,540
2053,2628800,611
2053,2628801,457
2053,2628802,1342
2053,2628803,46
2053,2628804,461
2053,2628805,63
2053,2628807,0
2053,2628809,8238
2053,2628810,124
2053,2628812,59
2053,2628813,114
2053,2628814,1453
2053,2628815,744
2053,2628816,129
2053,2628817,217
2053,2628819,28
2053,2628820,29
2053,2628821,22
2053,2628823,136
2053,2628824,87
2053,2628825,1125
2053,2628826,0
2053,2628828,85
2053,2628829,0
2053,2628831,85
2053,2628832,0
2053,2628834,3133
2053,2628835,418
2053,2628837,411
2053,2628838,0
2053,2628840,208
2053,2628841,125
2053,2628842,0
2053,2628844,492
2053,2628845,499
2053,2628846,691
2053,2628847,1161
2053,2628848,27
2053,2628849,227
2053,2628850,188
2053,2628851,615
2053,2628853,0
2053,2628855,0
2053,2628857,585
2053,2628858,540
2053,2628859,35
2053,2628861,933
2053,2628862,2359
2053,2628864,545
2053,2628865,452
2053,2628866,561
2053,2628867,867
2053,2628868,902
2053,2628869,951
2053,2628870,261
2053,2628872,3089
2053,2628873,2245
2053,2628874,1065
2053,2628875,1363
2053,2628877,905
2053,2628878,919
2053,2628879,406
2053,2628880,3288
2053,2628881,787
2053,2628882,973
2053,2628883,985
2053,2628884,6340
2053,2628885,2965
2053,2628886,2651
2053,2628887,63
2053,2628889,148
2053,2628890,0
2053,2628892,81
2053,2628893,88
2053,2628895,2852
2053,2628896,643522
2053,2628898,14492896
2053,2628899,1996
2053,2628900,6926797
2053,2628901,777
2053,2628902,14476632
2053,2628903,1996
2053,2628906,258
2053,2628908,326890
2053,2628911,282745
2053,2628912,42579
2053,2628915,454897
2053,2628916,506
2053,2628918,400
2053,2628920,6826
2053,2628921,732
2053,2628923,411
2053,2628924,1437
2053,2628925,146911
2053,2628926,10781
2053,2628927,18532
2053,2628928,13180
2053,2628929,5888
2053,2628930,25283
2053,2628931,291195
2053,2628934,10438
2053,2628935,9449
2053,2628936,925
2053,2628937,88074
2053,2628938,25037
2053,2628939,1920
2053,2628940,3648
2053,2628941,59776
2053,2628942,1983
2053,2628943,1221
2053,2628944,38406
2053,2628945,9615
2053,2628946,1019
2053,2628947,2017
2053,2628948,15579
2053,2628949,3364
2053,2628950,11736
2053,2628951,1075
2053,2628952,14498
2053,2628953,5828
2053,2628954,3605
2053,2628956,3081
2053,2628957,2481
2053,2628958,4823
2053,2628959,4544
2053,2628960,2866
2053,2628961,24325
2053,2628962,1444
2053,2628963,104314
2053,2628964,26504
2053,2628965,33853
2053,2628966,7145
2053,2628967,17240
2053,2628968,32748
2053,2628969,5748
2053,2628970,2500
2053,2628971,2570
2053,2628973,4061
2053,2628974,1096
2053,2628975,1340
2053,2628978,1502
2053,2628981,165
2053,2628983,80
2053,2628984,867
2053,2628985,2133
2053,2628987,741
2053,2628988,17953
2053,2628990,59
2053,2628992,1052
2053,2628993,338
2053,2628994,217
2053,2628996,0
2053,2628998,1247
2053,2628999,369
2053,2629000,148
2053,2629001,943
2053,2629002,985
2053,2629003,202
2053,2629004,3951
2053,2629005,256
2053,2629006,4981
2053,2629008,0
2053,2629009,1374
2053,2629010,16040
2053,2629011,3571
2053,2629013,0
2053,2629014,2090
2053,2629015,714
2053,2629016,78
2053,2629017,526
2053,2629018,746
2053,2629019,457
2053,2629020,1526
2053,2629021,3264
2053,2629023,0
2053,2629024,364
2053,2629025,443
2053,2629026,3734
2053,2629027,3573
2053,2629029,0
2053,2629030,161
2053,2629031,478
2053,2629032,56
2053,2629033,814
2053,2629034,879
2053,2629036,1593
2053,2629037,704
2053,2629038,71
2053,2629039,1761
2053,2629040,1441
2053,2629041,399
2053,2629042,631
2053,2629043,1025
2053,2629044,3236
2053,2629046,0
2053,2629047,204
2053,2629048,2036
2053,2629050,399
2053,2629052,0
2053,2629053,132
2053,2629054,217
2053,2629055,760
2053,2629057,0
2053,2629058,1245
2053,2629059,5350
2053,2629060,2124
2053,2629061,125
2053,2629062,661
2053,2629063,56
2053,2629064,164
2053,2629065,2644
2053,2629067,0
2053,2629068,625
2053,2629069,79
2053,2629070,346
2053,2629071,4500
2053,2629072,1188
2053,2629074,1395
2053,2629076,0
2053,2629077,412
2053,2629079,0
2053,2629080,1377
2053,2629081,225
2053,2629083,0
2053,2629084,250
2053,2629085,161
2053,2629086,149
2053,2629087,321
2053,2629089,0
2053,2629090,464
2053,2629091,84
2053,2629093,0
2053,2629094,562
2053,2629095,56
2053,2629096,323
2053,2629098,25
2053,2629100,856
2053,2629101,1592
2053,2629102,264
2053,2629103,189
2053,2629105,0
2053,2629107,0
2053,2629109,0
2053,2629110,219
2053,2629111,1583
2053,2629112,869
2053,2629113,1454
2053,2629115,0
2053,2629116,284
2053,2629117,778
2053,2629118,383
2053,2629119,849
2053,2629120,744
2053,2629122,0
2053,2629123,253
2053,2629124,287
2053,2629125,528
2053,2629126,316
2053,2629127,895
2053,2629128,1773
2053,2629129,897
2053,2629131,0
2053,2629132,435
2053,2629133,397
2053,2629134,198
2053,2629135,491
2053,2629136,417
2053,2629137,985
2053,2629138,2444
2053,2629139,254
2053,2629140,381
2053,2629142,0
2053,2629143,202
2053,2629144,527
2053,2629145,155
2053,2629146,427
2053,2629147,601
2053,2629148,995
2053,2629149,1461
2053,2629150,1270
2053,2629151,380
2053,2629153,1000
2053,2629154,1270
2053,2629155,5156
2053,2629156,6655
2053,2629157,3483
2053,2629158,353
2053,2629160,0
2053,2629161,912
2053,2629162,1282
2053,2629164,0
2053,2629165,965
2053,2629166,1063
2053,2629168,660
2053,2629169,165
2053,2629170,570
2053,2629171,355
2053,2629172,641
2053,2629173,210
2053,2629174,803
2053,2629175,1495
2053,2629176,4036
2053,2629177,327
2053,2629178,984
2053,2629179,456
2053,2629181,0
2053,2629182,1087
2053,2629183,991
2053,2629184,1155
2053,2629185,1026
2053,2629186,1101
2053,2629187,650
2053,2629189,0
2053,2629190,1403
2053,2629191,246
2053,2629192,246
2053,2629193,1830
2053,2629194,2113
2053,2629196,110
2053,2629197,1014
2053,2629198,103
2053,2629199,75
2053,2629201,798
2053,2629202,165
2053,2629203,644
2053,2629204,1175
2053,2629205,37
2053,2629206,118
2053,2629207,4788
2053,2629208,410
2053,2629209,946
2053,2629210,751
2053,2629211,1083
2053,2629212,840
2053,2629213,563
2053,2629214,660
2053,2629216,4377
2053,2629217,895
2053,2629218,485
2053,2629219,902
2053,2629220,3296
2053,2629221,256
2053,2629222,625
2053,2629223,492
2053,2629224,586
2053,2629225,675
2053,2629226,1373
2053,2629227,281
2053,2629229,0
2053,2629230,513
2053,2629231,182
2053,2629233,140
2053,2629234,370
2053,2629235,325
2053,2629237,304
2053,2629238,2034
2053,2629239,95
2053,2629240,200
2053,2629241,208
2053,2629242,101
2053,2629244,0
2053,2629245,160
2053,2629247,0
2053,2629248,892
2053,2629250,740
2053,2629251,1231
2053,2629252,160
2053,2629253,171
2053,2629254,240
2053,2629255,372
2053,2629257,172
2053,2629258,940
2053,2629259,507
2053,2629260,248
2053,2629261,501
2053,2629262,45
2053,2629263,290
2053,2629265,0
2053,2629267,845
2053,2629268,349
2053,2629269,30
2053,2629270,484
2053,2629271,315
2053,2629272,566
2053,2629273,89
2053,2629275,877
2053,2629276,2980
2053,2629277,6582
2053,2629278,2980
2053,2629279,1054
2053,2629280,111
2053,2629281,1487
2053,2629282,110
2053,2629283,99
2053,2629284,2545
2053,2629285,628
2053,2629286,964
2053,2629287,4267
2053,2629288,183
2053,2629289,235
2053,2629290,116
2053,2629291,733
2053,2629293,0
2053,2629294,232
2053,2629295,161
2053,2629296,417
2053,2629298,0
2053,2629299,215
2053,2629301,0
2053,2629302,160
2053,2629304,0
2053,2629305,1566
2053,2629306,297
2053,2629307,303
2053,2629308,544
2053,2629309,258
2053,2629310,103
2053,2629311,902
2053,2629312,160
2053,2629314,0
2053,2629316,0
2053,2629317,88
2053,2629318,478
2053,2629320,0
2053,2629321,527
2053,2629322,294
2053,2629324,1566
2053,2629325,160
2053,2629327,0
2053,2629329,0
2053,2629330,88
2053,2629331,821
2053,2629333,0
2053,2629334,171
2053,2629335,72
2053,2629336,301
2053,2629337,218
2053,2629338,214
2053,2629340,0
2053,2629341,764
2053,2629342,308
2053,2629343,226
2053,2629345,0
2053,2629346,132
2053,2629347,264
2053,2629348,1781
2053,2629349,429
2053,2629351,0
2053,2629353,0
2053,2629354,1189
2053,2629355,90
2053,2629356,123
2053,2629357,2454
2053,2629359,0
2053,2629360,243
2053,2629361,103
2053,2629362,186
2053,2629363,467
2053,2629364,236
2053,2629366,0
2053,2629367,163
2053,2629368,1282
2053,2629370,0
2053,2629371,101
2053,2629373,851
2053,2629375,0
2053,2629376,3686
2053,2629377,611
2053,2629378,188
2053,2629379,217
2053,2629380,186
2053,2629381,460
2053,2629382,212
2053,2629384,668
2053,2629385,227
2053,2629386,297
2053,2629388,0
2053,2629389,100
2053,2629390,983
2053,2629391,386
2053,2629392,1336
2053,2629394,0
2053,2629395,1767
2053,2629396,422
2053,2629397,593
2053,2629398,434
2053,2629399,275
2053,2629400,835
2053,2629401,2031
2053,2629403,71
2053,2629404,1501
2053,2629405,309
2053,2629406,323
2053,2629407,149
2053,2629408,1767
2053,2629409,105
2053,2629410,1455
2053,2629411,3155
2053,2629412,577
2053,2629414,0
2053,2629415,1265
2053,2629416,672
2053,2629417,666
2053,2629418,1379
2053,2629420,1609
2053,2629422,0
2053,2629423,634
2053,2629424,106
2053,2629425,106
2053,2629426,106
2053,2629427,106
2053,2629428,478
2053,2629429,4730
2053,2629430,101
2053,2629432,863
2053,2629433,3084
2053,2629434,1100
2053,2629436,0
2053,2629437,412
2053,2629438,781
2053,2629439,853
2053,2629440,355
2053,2629441,610
2053,2629442,127
2053,2629443,658
2053,2629444,1048
2053,2629445,627
2053,2629446,1205
2053,2629447,1769
2053,2629448,1647
2053,2629449,201
2053,2629450,354
2053,2629451,429
2053,2629452,555
2053,2629453,308
2053,2629454,592
2053,2629455,210
2053,2629456,1095
2053,2629457,153
2053,2629458,223
2053,2629459,467
2053,2629460,88
2053,2629461,469
2053,2629462,676
2053,2629463,596
2053,2629464,2015
2053,2629466,1479
2053,2629467,3535
2053,2629468,488
2053,2629469,581
2053,2629470,592
2053,2629471,2687
2053,2629473,0
2053,2629474,1493
2053,2629475,169
2053,2629476,1548
2053,2629477,4085
2053,2629478,101
2053,2629480,1267
2053,2629482,0
2053,2629484,0
2053,2629485,4542
2053,2629486,283
2053,2629487,1240
2053,2629488,4358
2053,2629489,1587
2053,2629490,6535
2053,2629491,3629
2053,2629492,399
2053,2629493,3234
2053,2629495,0
2053,2629496,1060
2053,2629497,257
2053,2629499,0
2053,2629500,1793
2053,2629501,346
2053,2629502,568
2053,2629503,230
2053,2629504,3016
2053,2629505,1072
2053,2629506,2852
2053,2629507,948
2053,2629508,308
2053,2629510,0
2053,2629511,2184
2053,2629512,191
2053,2629513,326
2053,2629514,2209
2053,2629515,475
2053,2629516,979
2053,2629517,4033
2053,2629518,969
2053,2629519,601
2053,2629520,260
2053,2629522,0
2053,2629523,442
2053,2629524,263
2053,2629525,120
2053,2629526,2392
2053,2629527,807
2053,2629528,128
2053,2629529,854
2053,2629530,72
2053,2629532,0
2053,2629533,411
2053,2629534,162
2053,2629535,120
2053,2629536,120
2053,2629537,363
2053,2629538,128
2053,2629539,130
2053,2629540,4183
2053,2629542,321
2053,2629543,3119
2053,2629544,704
2053,2629545,1768
2053,2629546,2641
2053,2629547,1929
2053,2629548,1263
2053,2629550,1063
2053,2629551,999
2053,2629552,1356
2053,2629553,3703
2053,2629554,1430
2053,2629555,264
2053,2629556,339
2053,2629557,1233
2053,2629558,809
2053,2629559,1889
2053,2629560,2774
2053,2629561,369
2053,2629562,217
2053,2629563,1476
2053,2629565,5082
2053,2629566,557
2053,2629567,3245
2053,2629568,23
2053,2629569,1922
2053,2629570,2043
2053,2629571,787
2053,2629572,9100
2053,2629574,60556
2053,2629575,4955
2053,2629576,7325
2053,2629577,530
2053,2629578,172
2053,2629579,3601
2053,2629580,1727
2053,2629581,15876
2053,2629582,4148
2053,2629584,3404
2053,2629585,514
2053,2629586,991
2053,2629587,1264
2053,2629588,103
2053,2629589,2314
2053,2629590,761
2053,2629591,1599
2053,2629592,5411
2053,2629593,4947
2053,2629594,5212
2053,2629595,3212
2053,2629596,12427
2053,2629597,959
2053,2629599,290
2053,2629600,5630
2053,2629601,264
2053,2629602,1980
2053,2629603,9689
2053,2629604,1998
2053,2629605,2022
2053,2629606,115
2053,2629607,2277
2053,2629608,1350
2053,2629610,118
2053,2629611,1148
2053,2629613,4193
2053,2629614,2489
2053,2629615,13555
2053,2629616,3123
2053,2629617,4075
2053,2629618,10644
2053,2629619,1358
2053,2629620,2165
2053,2629621,6422
2053,2629623,1294
2053,2629624,121
2053,2629625,2103
2053,2629626,4675
2053,2629627,5655
2053,2629629,0
2053,2629630,1151
2053,2629631,426
2053,2629632,1055
2053,2629633,1355
2053,2629634,365
2053,2629635,392
2053,2629636,449
2053,2629637,742
2053,2629638,0
2053,2629639,2028
2053,2629641,775
2053,2629643,0
2053,2629644,966
2053,2629645,1542
2053,2629646,573
2053,2629647,1199
2053,2629648,294
2053,2629649,6244
2053,2629650,670
2053,2629651,3383
2053,2629652,3597
2053,2629653,7362
2053,2629654,2228
2053,2629655,545
2053,2629656,4807
2053,2629657,2429
2053,2629658,727
2053,2629660,0
2053,2629661,91
2053,2629662,529
2053,2629663,581
2053,2629664,410
2053,2629665,338
2053,2629666,2482
2053,2629667,1286
2053,2629668,661
2053,2629670,0
2053,2629671,682
2053,2629672,3223
2053,2629673,438
2053,2629674,1195
2053,2629675,1152
2053,2629677,863
2053,2629678,12470
2053,2629679,1191
2053,2629680,5526
2053,2629681,396
2053,2629682,1009
2053,2629683,9665
2053,2629684,5076
2053,2629686,1510
2053,2629687,874
2053,2629688,1558
2053,2629689,823
2053,2629690,106
2053,2629691,4383
2053,2629692,205
2053,2629694,0
2053,2629695,313
2053,2629696,1089
2053,2629697,70
2053,2629698,2806
2053,2629699,613
2053,2629700,1343
2053,2629701,550
2053,2629702,2927
2053,2629703,1877
2053,2629704,417
2053,2629705,162
2053,2629706,361
2053,2629707,280
2053,2629708,1251
2053,2629709,1457
2053,2629710,203
2053,2629711,1146
2053,2629712,2662
2053,2629713,1268
2053,2629714,2200
2053,2629715,69
2053,2629716,1438
2053,2629717,1580
2053,2629718,479
2053,2629719,161
2053,2629720,64
