dev,ino,size_bytes
2053,2636670,14028
2053,2636671,1889
2053,2636672,775
2053,2636673,5160
2053,2636674,2784
2053,2636675,2664
2053,2636676,5320
2053,2636677,775
2053,2636678,1745
2053,2636679,1178
2053,2636680,1064
2053,2636681,1717
2053,2636682,1077
2053,2636683,3424
2053,2636684,812
2053,2636685,3670
2053,2636686,754
2053,2636687,1889
2053,2636689,114
2053,2636691,36
2053,2636692,6645
2053,2636694,205
2053,2636696,738
2053,2636697,543
2053,2636698,886
2053,2636699,446
2053,2636700,140
2053,2636701,41
2053,2636703,0
2053,2636704,3039
2053,2636705,1161
2053,2636706,890
2053,2636707,2199
2053,2636709,0
2053,2636710,2409
2053,2636712,323
2053,2636713,393
2053,2636714,2373
2053,2636715,1757
2053,2636716,2160
2053,2636717,69
2053,2636718,4985
2053,2636719,55
2053,2636720,2640
2053,2636722,89
2053,2636724,22
2053,2636725,2039
2053,2636726,838
2053,2636727,20218
2053,2636729,241
2053,2636731,399
2053,2636733,53
2053,2636735,197
2053,2636736,774
2053,2636737,761
2053,2636738,703
2053,2636739,3229
2053,2636740,1906
2053,2636741,1001
2053,2636742,607
2053,2636743,0
2053,2636744,1162
2053,2636745,1395
2053,2636746,5415
2053,2636747,959
2053,2636748,2387
2053,2636749,1975
2053,2636751,53
2053,2636752,417
2053,2636753,6146
2053,2636754,2776
2053,2636755,636
2053,2636756,838
2053,2636757,2614
2053,2636758,1806
2053,2636759,3381
2053,2636760,324
2053,2636761,4799
2053,2636762,1117
2053,2636763,1604
2053,2636764,1561
2053,2636765,1809
2053,2636766,643
2053,2636767,1527
2053,2636768,1587
2053,2636769,4367
2053,2636770,3769
2053,2636771,5230
2053,2636773,0
2053,2636774,256
2053,2636775,262
2053,2636776,265
2053,2636777,784
2053,2636778,325
2053,2636779,266
2053,2636780,259
2053,2636781,270
2053,2636782,260
2053,2636783,99
2053,2636784,269
2053,2636785,262
2053,2636786,257
2053,2636787,323
2053,2636788,260
2053,2636789,263
2053,2636790,13114
2053,2636791,281
2053,2636792,416
2053,2636793,636
2053,2636794,3371
2053,2636796,53
2053,2636797,448
2053,2636798,767
2053,2636799,766
2053,2636800,1911
2053,2636801,488
2053,2636802,3491
2053,2636803,902
2053,2636805,103
2053,2636806,361
2053,2636807,178
2053,2636808,1122
2053,2636809,246
2053,2636810,2056
2053,2636811,8642
2053,2636812,1938
2053,2636813,139
2053,2636814,127
2053,2636815,1650
2053,2636816,350
2053,2636817,649
2053,2636818,82
2053,2636819,595
2053,2636820,2448
2053,2636821,1728
2053,2636822,3591
2053,2636823,453
2053,2636824,53
2053,2636825,622
2053,2636826,393
2053,2636827,9061
2053,2636828,103
2053,2636829,788
2053,2636830,1171
2053,2636831,6247
2053,2636832,2404
2053,2636833,606
2053,2636834,167
2053,2636835,5698
2053,2636836,4274
2053,2636837,769
2053,2636839,53
2053,2636840,6879
2053,2636841,1622
2053,2636842,18978
2053,2636843,2476
2053,2636844,2978
2053,2636845,684
2053,2636846,590
2053,2636847,633
2053,2636848,5647
2053,2636850,53
2053,2636851,12166
2053,2636852,786
2053,2636853,128
2053,2636854,1123
2053,2636855,2895
2053,2636857,263
2053,2636858,10736
2053,2636859,3511
2053,2636860,15490
2053,2636861,1193
2053,2636862,573
2053,2636863,11827
2053,2636864,1496
2053,2636865,4327
2053,2636866,3980
2053,2636867,5596
2053,2636868,1043
2053,2636869,1736
2053,2636870,2188
2053,2636872,139
2053,2636874,256
2053,2636876,577
2053,2636877,223
2053,2636878,221
2053,2636879,225
2053,2636880,120
2053,2636881,226
2053,2636882,226
2053,2636883,230
2053,2636884,222
2053,2636885,222
2053,2636886,1175
2053,2636887,2487
2053,2636888,288
2053,2636889,5546
2053,2636891,484
2053,2636893,1390
2053,2636894,285
2053,2636895,4236
2053,2636896,4977
2053,2636897,1230
2053,2636898,18
2053,2636899,813
2053,2636900,2814
2053,2636901,1666
2053,2636902,825
2053,2636903,123
2053,2636904,5685
2053,2636905,178
2053,2636906,12198
2053,2636907,38
2053,2636908,1134
2053,2636909,3113
2053,2636911,74
2053,2636913,33
2053,2636914,896
2053,2636916,402
2053,2636918,0
2053,2636920,2076
2053,2636922,525
2053,2636924,152
2053,2636925,6539
2053,2636926,19097
2053,2636927,18379
2053,2636928,24643
2053,2636929,8962
2053,2636930,31931
2053,2636931,96417
2053,2636932,15700
2053,2636933,23596
2053,2636934,24592
2053,2636936,212
2053,2636938,364
2053,2636940,0
2053,2636941,1012
2053,2636942,40
2053,2636943,1434
2053,2636944,1021
2053,2636945,5683
2053,2636946,3405
2053,2636947,541
2053,2636948,3892
2053,2636949,684
2053,2636950,1547
2053,2636952,0
2053,2636953,819
2053,2636954,908
2053,2636955,1408
2053,2636956,965
2053,2636957,1016
2053,2636958,429
2053,2636960,0
2053,2636961,495
2053,2636962,359
2053,2636963,517
2053,2636964,429
2053,2636965,166
2053,2636966,195
2053,2636967,793
2053,2636968,16246
2053,2636969,10881
2053,2636970,351
2053,2636972,85
2053,2636973,25
2053,2636974,26
2053,2636975,6169
2053,2636977,0
2053,2636978,268
2053,2636979,2471
2053,2636980,1888
2053,2636981,1901
2053,2636982,1348
2053,2636983,7078
2053,2636984,268
2053,2636985,1054
2053,2636986,5093
2053,2636987,2708
2053,2636988,5104
2053,2636989,4215
2053,2636990,4463
2053,2636991,1549
2053,2636993,84
2053,2636995,284
2053,2636996,98
2053,2636997,182
2053,2636998,190
2053,2637001,53
2053,2637002,47
2053,2637003,51
2053,2637004,50
2053,2637005,300
2053,2637006,41
2053,2637008,922
2053,2637009,55
2053,2637010,51
2053,2637011,56
2053,2637012,55
2053,2637013,54
2053,2637014,51
2053,2637015,58
2053,2637016,57
2053,2637017,61
2053,2637018,53
2053,2637019,51
2053,2637021,44
2053,2637024,54
2053,2637025,56
2053,2637026,54
2053,2637027,46
2053,2637028,42
2053,2637029,44
2053,2637030,47
2053,2637031,46
2053,2637032,43
2053,2637033,47
2053,2637034,42
2053,2637035,421
2053,2637037,11053
2053,2637039,53
2053,2637040,851
2053,2637041,63
2053,2637042,1010
2053,2637043,425
2053,2637044,4637
2053,2637046,922
2053,2637047,1525
2053,2637048,922
2053,2637049,921
2053,2637050,1724
2053,2637051,1480
2053,2637052,1003
2053,2637053,581
2053,2637054,789
2053,2637055,577
2053,2637056,1902
2053,2637057,1499
2053,2637059,199
2053,2637062,8813
2053,2637063,188
2053,2637064,843
2053,2637065,101
2053,2637066,7586
2053,2637067,928
2053,2637068,1351
2053,2637069,1750
2053,2637070,378
2053,2637071,956
2053,2637072,1370
2053,2637073,794
2053,2637074,2747
2053,2637076,0
2053,2637077,520
2053,2637078,1962
2053,2637079,270
2053,2637080,1727
2053,2637081,298
2053,2637082,1798
2053,2637083,1878
2053,2637084,613
2053,2637085,1125
2053,2637086,393
2053,2637087,6029
2053,2637088,3200
2053,2637089,3076
2053,2637090,516
2053,2637091,625
2053,2637092,468
2053,2637093,898
2053,2637094,430
2053,2637095,119
2053,2637096,929
2053,2637097,1042
2053,2637098,559
2053,2637100,167
2053,2637101,2428
2053,2637102,1932
2053,2637103,3447
2053,2637104,1166
2053,2637105,1695
2053,2637106,12065
2053,2637107,1143
2053,2637108,1098
2053,2637109,169
2053,2637110,65
2053,2637111,24
2053,2637112,73
2053,2637113,172
2053,2637114,525
2053,2637115,5126
2053,2637116,239
2053,2637117,3764
2053,2637118,2393
2053,2637119,91
2053,2637120,18
2053,2637121,559
2053,2637122,502
2053,2637123,68
2053,2637125,161
2053,2637127,980
2053,2637128,166
2053,2637129,7749
2053,2637130,488
2053,2637131,2381
2053,2637132,212
2053,2637133,1283
2053,2637135,0
2053,2637136,199
2053,2637137,672
2053,2637138,16573
2053,2637139,1803
2053,2637140,717
2053,2637141,8123
2053,2637142,323
2053,2637143,605
2053,2637145,778
2053,2637146,12143
2053,2637147,720
2053,2637148,371
2053,2637149,1745
2053,2637150,670
2053,2637151,1022
2053,2637152,824
2053,2637153,1422
2053,2637154,1867
2053,2637155,103
2053,2637156,4945
2053,2637157,4981
2053,2637158,3077
2053,2637159,2777
2053,2637160,4735
2053,2637161,2457
2053,2637162,9502
2053,2637163,892
2053,2637164,4252
2053,2637165,453
2053,2637166,2827
2053,2637167,369
2053,2637168,217
2053,2637170,1341
2053,2637171,797
2053,2637172,430
2053,2637174,86
2053,2637176,5671
2053,2637177,1248
2053,2637178,1935
2053,2637179,537
2053,2637180,95
2053,2637181,360
2053,2637183,85
2053,2637184,1366
2053,2637186,78
2053,2637188,4334
2053,2637190,2424
2053,2637191,113
2053,2637192,23
2053,2637193,27
2053,2637194,178
2053,2637195,27
2053,2637196,31
2053,2637197,129
2053,2637198,23
2053,2637199,22
2053,2637200,31
2053,2637201,36
2053,2637202,39
2053,2637203,31
2053,2637204,29
2053,2637205,27
2053,2637206,2466
2053,2637207,30
2053,2637208,132
2053,2637209,21
2053,2637210,23
2053,2637211,27
2053,2637212,28
2053,2637213,36
2053,2637214,33
2053,2637215,30
2053,2637216,34
2053,2637217,34
2053,2637218,27
2053,2637219,23
2053,2637220,28
2053,2637221,28
2053,2637222,31
2053,2637223,32
2053,2637224,34
2053,2637226,131
2053,2637227,117
2053,2637228,1011
2053,2637229,1680
2053,2637230,397
2053,2637231,67
2053,2637233,111
2053,2637235,1553
2053,2637236,516
2053,2637237,1020
2053,2637238,386
2053,2637240,80
2053,2637242,241
2053,2637244,87
2053,2637246,2245
2053,2637247,166
2053,2637249,81
2053,2637251,526
2053,2637253,74
2053,2637255,641
2053,2637256,2989
2053,2637257,2043
2053,2637258,335
2053,2637259,419
2053,2637261,82
2053,2637262,693
2053,2637264,421
2053,2637266,1225
2053,2637267,0
2053,2637268,72
2053,2637269,531
2053,2637270,111
2053,2637271,121
2053,2637272,82
2053,2637273,258
2053,2637274,303
2053,2637275,7134
2053,2637276,85
2053,2637277,81
2053,2637278,128
2053,2637280,679
2053,2637281,83
2053,2637282,148
2053,2637283,3386
2053,2637284,214
2053,2637285,735
2053,2637286,3201
2053,2637287,3397
2053,2637288,496
2053,2637289,968
2053,2637290,2960
2053,2637291,2398
2053,2637292,3417
2053,2637293,3566
2053,2637294,10433
2053,2637295,3196
2053,2637296,2121
2053,2637297,18
2053,2637299,88
2053,2637301,3286
2053,2637303,395
2053,2637305,165
2053,2637306,140
2053,2637308,83
2053,2637310,228
2053,2637311,66
2053,2637312,267
2053,2637313,838
2053,2637314,511
2053,2637315,1214
2053,2637317,84
2053,2637318,1697
2053,2637320,86
2053,2637322,346
2053,2637323,18
2053,2637324,773
2053,2637325,41
2053,2637326,3706
2053,2637328,80
2053,2637329,1478
2053,2637331,83
2053,2637332,547
2053,2637334,591
2053,2637335,12138
2053,2637336,6571
2053,2637339,560
2053,2637340,84
2053,2637342,142
2053,2637343,5938
2053,2637344,1088
2053,2637345,304
2053,2637346,266
2053,2637347,6449
2053,2637348,264
2053,2637349,2928
2053,2637350,1124
2053,2637352,167
2053,2637354,701
2053,2637355,2023
2053,2637356,2160
2053,2637357,1859
2053,2637358,140
2053,2637359,1395
2053,2637360,1176
2053,2637361,966
2053,2637362,926
2053,2637363,386
2053,2637364,4040
2053,2637365,2248
2053,2637366,1016
2053,2637367,1800
2053,2637368,3614
2053,2637370,90
2053,2637372,260
2053,2637373,69
2053,2637374,198
2053,2637375,2060
2053,2637376,1037
2053,2637377,2853
2053,2637379,76
2053,2637381,575
2053,2637382,1019
2053,2637383,27133
2053,2637384,1064
2053,2637385,4450
2053,2637386,662
2053,2637387,901
2053,2637388,7097
2053,2637389,1120
2053,2637390,9054
2053,2637391,4725
2053,2637392,1560
2053,2637393,6951
2053,2637394,1438
2053,2637395,7968
2053,2637396,10399
2053,2637397,7649
2053,2637398,1285
2053,2637399,448
2053,2637401,85
2053,2637403,92
2053,2637404,446
2053,2637405,487
2053,2637406,3241
2053,2637407,315
2053,2637409,88
2053,2637411,0
2053,2637413,500
2053,2637414,421
2053,2637415,485
2053,2637416,635
2053,2637417,650
2053,2637418,679
2053,2637419,414
2053,2637420,291
2053,2637421,627
2053,2637422,259
2053,2637423,476
2053,2637424,520
2053,2637426,3471
2053,2637427,867
2053,2637428,651
2053,2637429,8013
2053,2637430,3216
2053,2637431,467
2053,2637432,965
2053,2637433,340
2053,2637434,299
2053,2637435,380
2053,2637436,632
2053,2637438,525
2053,2637439,1051
2053,2637440,871
2053,2637441,299
2053,2637442,301
2053,2637443,1187
2053,2637444,938
2053,2637445,945
2053,2637446,392
2053,2637447,769
2053,2637448,462
2053,2637449,380
2053,2637450,105
2053,2637451,7408
2053,2637453,4717
2053,2637454,697
2053,2637455,422
2053,2637456,411
2053,2637457,895
2053,2637458,669
2053,2637459,654
2053,2637460,708
2053,2637461,342
2053,2637462,677
2053,2637463,490
2053,2637464,304
2053,2637465,793
2053,2637466,529
2053,2637467,553
2053,2637468,2598
2053,2637469,743
2053,2637470,510
2053,2637471,654
2053,2637472,672
2053,2637473,436
2053,2637474,532
2053,2637475,592
2053,2637476,702
2053,2637477,499
2053,2637478,414
2053,2637479,505
2053,2637480,1407
2053,2637481,575
2053,2637482,536
2053,2637483,557
2053,2637484,754
2053,2637485,576
2053,2637487,5809
2053,2637489,1707
2053,2637490,543
2053,2637491,785
2053,2637492,604
2053,2637493,429
2053,2637494,375
2053,2637495,491
2053,2637496,459
2053,2637497,2393
2053,2637498,792
2053,2637499,6474
2053,2637500,508
2053,2637501,582
2053,2637502,744
2053,2637503,276
2053,2637505,510
2053,2637506,3358
2053,2637507,261
2053,2637508,426
2053,2637509,543
2053,2637510,33
2053,2637511,570
2053,2637512,423
2053,2637514,3140
2053,2637515,604
2053,2637516,246
2053,2637517,261
2053,2637518,181
2053,2637519,222
2053,2637520,989
2053,2637521,69
2053,2637522,186
2053,2637523,2309
2053,2637524,327
2053,2637525,218
2053,2637526,1628
2053,2637527,494
2053,2637528,296
2053,2637529,378
2053,2637530,138
2053,2637531,409
2053,2637532,578
2053,2637533,235
2053,2637534,188
2053,2637535,389
2053,2637536,268
2053,2637537,184
2053,2637538,235
2053,2637539,261
2053,2637540,322
2053,2637541,188
2053,2637542,369
2053,2637543,208
2053,2637544,186
2053,2637545,189
2053,2637546,275
2053,2637547,194
2053,2637548,191
2053,2637549,244
2053,2637550,194
2053,2637551,459
2053,2637552,182
2053,2637553,65
2053,2637554,227
2053,2637555,136
2053,2637556,243
2053,2637557,242
2053,2637558,341
2053,2637559,138
2053,2637560,223
2053,2637561,953
2053,2637562,129
2053,2637563,247
2053,2637564,365
2053,2637565,140
2053,2637566,484
2053,2637567,300
2053,2637568,140
2053,2637570,113
2053,2637572,2314
2053,2637574,0
2053,2637575,1531
2053,2637576,681
2053,2637578,2093
2053,2637579,3273
2053,2637580,6037
2053,2637581,5313
2053,2637582,1461
2053,2637583,2282
2053,2637584,5712
2053,2637585,2585
2053,2637586,3802
2053,2637587,1300
2053,2637588,2535
2053,2637589,600
2053,2637590,6968
2053,2637592,1404
2053,2637593,3546
2053,2637595,79
2053,2637596,6100
2053,2637598,89
2053,2637600,0
2053,2637601,246
2053,2637602,997
2053,2637604,86
2053,2637605,1109
2053,2637607,97
2053,2637608,926
2053,2637610,86
2053,2637612,533
2053,2637613,131
2053,2637614,450
2053,2637615,39
2053,2637616,3649
2053,2637617,1503
2053,2637618,922
2053,2637619,8647894
2053,2637620,4579
2053,2637622,48597
2053,2637623,11629
2053,2637624,842804
2053,2637625,62245
2053,2637626,26359
2053,2637627,27029
2053,2637628,27123
2053,2637629,27831
2053,2637630,27066
2053,2637631,29350
2053,2637632,31331
2053,2637633,26840
2053,2637634,27204
2053,2637635,26431
2053,2637636,52322
2053,2637637,37149
2053,2637638,26527
2053,2637639,22672
2053,2637640,22846
2053,2637641,141
2053,2637642,27532
2053,2637643,3299
2053,2637644,1869
2053,2637646,1778
2053,2637647,6823
2053,2637650,0
2053,2637651,0
2053,2637652,3494
2053,2637655,58
2053,2637658,11522
2053,2637659,286
2053,2637660,3005
2053,2637661,140626
2053,2637662,206
2053,2637663,1632
2053,2637664,535
2053,2637665,166
2053,2637666,1469
2053,2637667,187
2053,2637668,1256
2053,2637669,547
2053,2637670,37131
2053,2637673,75
2053,2637674,72
2053,2637675,75
2053,2637676,69
2053,2637677,71
2053,2637678,72
2053,2637679,71
2053,2637680,92
2053,2637681,88
2053,2637682,93
2053,2637683,93
2053,2637684,83
2053,2637685,82
2053,2637686,90
2053,2637687,83
2053,2637688,578
2053,2637689,86
2053,2637690,87
2053,2637691,343
2053,2637692,85
2053,2637693,247
2053,2637694,792
2053,2637695,82
2053,2637696,84
2053,2637697,1337
2053,2637698,1473
2053,2637699,247
2053,2637700,84
2053,2637701,83
2053,2637702,2833
2053,2637703,79
2053,2637704,83
2053,2637705,356
2053,2637706,93
2053,2637707,84
2053,2637708,81
2053,2637709,731
2053,2637710,89
2053,2637711,91
2053,2637712,82
2053,2637713,91
2053,2637714,89
2053,2637715,281
2053,2637716,37524
2053,2637717,82
2053,2637718,80
2053,2637719,826
2053,2637720,87
2053,2637721,1021
2053,2637722,625
2053,2637723,86
2053,2637724,96
2053,2637725,43581
2053,2637726,90
2053,2637727,95
2053,2637728,90
2053,2637729,84
2053,2637730,86
2053,2637731,85
2053,2637732,80
2053,2637733,82
2053,2637734,305
2053,2637735,84
2053,2637736,185
2053,2637741,8960
2053,2637742,2929
2053,2637743,247
2053,2637746,2074
2053,2637747,2518
2053,2637749,114691
2053,2637751,201
2053,2637753,230408
2053,2637755,128
2053,2637757,99
2053,2637759,88
2053,2637761,95
2053,2637762,61
2053,2637764,59
2053,2637766,250
2053,2637768,309
2053,2637769,162
2053,2637772,2426
2053,2637773,2209
2053,2637774,230862
2053,2637775,1232
2053,2637777,131
2053,2637779,126
2053,2637781,88
2053,2637782,50
2053,2637783,134
2053,2637785,61
2053,2637787,250
2053,2637789,309
2053,2637791,166
2053,2637793,3150
2053,2637795,3187
2053,2637798,209
2053,2637800,2697
2053,2637802,2536
2053,2637803,94
2053,2637804,61
2053,2637806,59
2053,2637808,250
2053,2637809,307
2053,2637811,155
2053,2637813,796
2053,2637817,10
2053,2637818,49152
2053,2637819,0
2053,2637825,50
2053,2637828,47
2053,2637829,62
2053,2637830,259
2053,2637831,0
2053,2637836,66
2053,2637837,161
2053,2637842,524288
2053,2637844,9754
2053,2637846,16986
2053,2637849,4096
2053,2637851,131072
2053,2637854,36
2053,2637856,5128192
2053,2637857,0
2053,2637859,478
2053,2637860,229376
2053,2637861,294912
2053,2637863,98304
2053,2637864,5148
2053,2637865,98304
2053,2637866,14146
2053,2637868,9764
2053,2637869,9679
2053,2637870,9710
2053,2637872,73964
2053,2637873,49152
2053,2637874,0
2053,2637876,49152
2053,2637877,0
2053,2637879,262144
2053,2637880,14198
2053,2637881,8032
2053,2637882,5242880
2053,2637883,5242880
2053,2637884,0
2053,2637885,0
2053,2637887,12167
2053,2637888,16560
2053,2637889,10545
2053,2637890,9686
2053,2637893,33564
2053,2637894,65536
2053,2637895,9697
2053,2637896,10488
2053,2637897,18952
2053,2637898,10622
2053,2637899,12107
2053,2637900,10213
2053,2637901,13210
2053,2637902,15429
2053,2637903,12557
2053,2637904,28445
2053,2637906,15410
2053,2637907,12326
2053,2637908,12618
2053,2637909,10573
2053,2637910,13958
2053,2637911,10724
2053,2637912,12070
2053,2637913,11759
2053,2637914,119
2053,2637915,9466
2053,2637916,14220
2053,2637917,14280
2053,2637918,2145
2053,2637919,17028
2053,2637920,9662
2053,2637921,12894
2053,2637922,874888
2053,2637923,9764
2053,2637924,9698
2053,2637925,63535
2053,2637926,9889
2053,2637928,36339
2053,2637929,36435
2053,2637930,10720
2053,2637931,10339
2053,2637932,10418
2053,2637933,10411
2053,2637934,10293
2053,2637935,10425
2053,2637936,10155
2053,2637937,9445
2053,2637938,10327
2053,2637939,18
2053,2637940,36392
2053,2637941,38723
2053,2637942,10676
2053,2637943,118133
2053,2637944,10826
2053,2637945,10950
2053,2637946,10674
2053,2637947,16004
2053,2637948,10574
2053,2637949,471072
2053,2637950,212115
2053,2637951,217499
2053,2637952,49152
2053,2637953,0
2053,2637954,4027
2053,2637958,5982
2053,2637960,9696
2053,2637961,9688
2053,2637962,215
2053,2637964,9928
2053,2637965,942
2053,2637966,16490
2053,2637967,10859
2053,2637968,1473315
2053,2637969,1728
2053,2637970,9676
2053,2637971,60945
2053,2637972,380
2053,2637973,10299
2053,2637974,9022
2053,2637975,9764
2053,2637976,49152
2053,2637977,0
2053,2637980,2259
2053,2637981,315
2053,2637982,64003
2053,2637983,9764
2053,2637984,186
2053,2637985,9754
2053,2637986,83828
2053,2637987,10470
2053,2637988,11357
2053,2637994,11274
2053,2637995,25358
2053,2637996,15829
2053,2637997,23748
2053,2637998,688
2053,2637999,18463
2053,2638000,9764
2053,2638001,369147
2053,2638002,9764
2053,2638003,9701
2053,2638004,9756
2053,2638005,10056
2053,2638006,9764
2053,2638007,11388
2053,2638008,9764
2053,2638009,13519
2053,2638010,10906
2053,2638011,10013
2053,2638012,9687
2053,2638013,13552
2053,2638014,13838
2053,2638015,14213
2053,2638016,9801
2053,2638017,16460
2053,2638018,18204
2053,2638019,221
2053,2638021,618
2053,2638022,298
2053,2638023,113
2053,2638024,9498
2053,2638025,18600
2053,2638026,950
2053,2638027,1479
2053,2638028,2862
2053,2638029,7165
2053,2638030,2979
2053,2638031,28657
2053,2638032,1124
2053,2638033,13632
2053,2638034,5295
2053,2638035,1241
2053,2638036,27917
2053,2638037,12495
2053,2638038,16575
2053,2638039,9893
2053,2638040,2993
2053,2638041,4601
2053,2638042,55242
2053,2638043,6833
2053,2638044,380
2053,2638045,35876
2053,2638046,6079
2053,2638047,9764
2053,2638048,262144
2053,2638049,462234
2053,2638050,12669
2053,2638051,9633384
2053,2638052,948164
2053,2638053,9764
2053,2638054,4013
2053,2638055,9764
2053,2638056,11058
2053,2638058,24
2053,2638059,15056
2053,2638060,15020
2053,2638061,865340
2053,2638062,41205
2053,2638063,12533
2053,2638064,21365
2053,2638065,20262
2053,2638066,15958
2053,2638067,11477
2053,2638068,220342
2053,2638071,10830
2053,2638072,11254
2053,2638073,12399
2053,2638074,11409
2053,2638075,210395
2053,2638076,18003
2053,2638077,18452
2053,2638078,13395
2053,2638079,11652
2053,2638080,14580
2053,2638081,10436
2053,2638082,11361
2053,2638083,4839
2053,2638084,10530
2053,2638085,10955
2053,2638086,14777
2053,2638087,11090
2053,2638088,10827
2053,2638089,288
2053,2638090,10287
2053,2638091,10451
2053,2638092,10125
2053,2638093,15344
2053,2638094,12974
2053,2638095,10332
2053,2638096,10244
2053,2638097,89817
2053,2638098,152
2053,2638099,0
2053,2638100,52287
2053,2638101,17021
2053,2638102,9754
2053,2638103,16012
2053,2638104,15583
2053,2638105,20837
2053,2638106,17430
2053,2638107,106330
2053,2638108,8219
2053,2638109,46048
2053,2638110,46408
2053,2638111,15856
2053,2638113,46972
2053,2638114,13819
2053,2638115,10946
2053,2638116,98304
2053,2638117,0
2053,2638118,15468
2053,2638119,15890
2053,2638120,18544
2053,2638121,16271
2053,2638122,15501
2053,2638123,16259
2053,2638124,82573
2053,2638125,119928
2053,2638126,24555
2053,2638127,71095
2053,2638128,82328
2053,2638129,18458
2053,2638130,16551
2053,2638132,52
2053,2638134,6144
2053,2638135,74115
2053,2638136,20932
2053,2638137,12
2053,2638138,21178
2053,2638139,21064
2053,2638140,21337
2053,2638141,13235
2053,2638142,51344
2053,2638143,51398
2053,2638144,33962
2053,2638145,15950
2053,2638146,16326
2053,2638147,11597
2053,2638148,37662
2053,2638149,11155
2053,2638150,11586
2053,2638151,11417
2053,2638152,15615
2053,2638153,363
2053,2638154,259
2053,2638155,34228
2053,2638156,14080
2053,2638157,15235
2053,2638158,13695
2053,2638159,16008
2053,2638160,16907
2053,2638161,15665
2053,2638162,14186
2053,2638163,18470
2053,2638164,15135
2053,2638165,16327
2053,2638166,14595
2053,2638167,44817
2053,2638168,21275
2053,2638169,24942
2053,2638170,14171
2053,2638171,15928
2053,2638172,14518
2053,2638173,13041
2053,2638174,29548
2053,2638175,14752
2053,2638176,30652
2053,2638177,15519
2053,2638178,14549
2053,2638179,21539
2053,2638180,14753
2053,2638181,14030
2053,2638182,70589
2053,2638183,16098
2053,2638184,14810
2053,2638185,16067
2053,2638186,16240
2053,2638187,15839
2053,2638188,16787
2053,2638189,17112
2053,2638190,15197
2053,2638191,14591
2053,2638192,26360
2053,2638193,14537
2053,2638194,14315
2053,2638195,130245
2053,2638196,63264
2053,2638197,67575
2053,2638198,104457
2053,2638199,20044
2053,2638200,16038
2053,2638201,13913
2053,2638202,14340
2053,2638203,13049
2053,2638204,19239
2053,2638205,22629
2053,2638206,15729
2053,2638207,13882
2053,2638208,13290
2053,2638209,16872
2053,2638210,13888
2053,2638211,37197
2053,2638212,16204
2053,2638213,16334
2053,2638214,12791
2053,2638215,18580
2053,2638216,12819
2053,2638217,12848
2053,2638218,12822
2053,2638219,20011
2053,2638220,12808
2053,2638221,12845
2053,2638222,18921
2053,2638223,12802
2053,2638224,12819
2053,2638225,17372
2053,2638226,16332
2053,2638227,12212
2053,2638228,15873
2053,2638229,14411
2053,2638230,13714
2053,2638231,18182
2053,2638232,14745
2053,2638233,15744
2053,2638234,30877
2053,2638235,15841
2053,2638236,13670
2053,2638237,18962
2053,2638238,12137
2053,2638239,13508
2053,2638240,19980
2053,2638241,12496
2053,2638242,12206
2053,2638243,14030
2053,2638244,15074
2053,2638245,11451
2053,2638246,18073
2053,2638247,15278
2053,2638248,26123
2053,2638249,13433
2053,2638250,18884
2053,2638251,14515
2053,2638252,31061
2053,2638253,15522
2053,2638254,14435
2053,2638255,18887
2053,2638256,14400
2053,2638257,14507
2053,2638258,14310
2053,2638259,11599
2053,2638260,40345
2053,2638261,20294
2053,2638262,11474
2053,2638263,16238
2053,2638264,11934
2053,2638265,11967
2053,2638266,12172
2053,2638267,15359
2053,2638268,14628
2053,2638269,310
2053,2638270,15166
2053,2638271,14646
2053,2638272,23406
2053,2638273,20730
2053,2638274,12427
2053,2638275,12417
2053,2638276,8379
2053,2638277,10946
2053,2638278,10356
2053,2638279,10946
2053,2638280,24066
2053,2638281,15691
2053,2638283,48
2053,2638285,8192
2053,2638286,10946
2053,2638287,14519
2053,2638288,12
2053,2638289,161
2053,2638290,8398
2053,2638292,73964
2053,2638293,84102
2053,2638296,3921
2053,2638297,8960
2053,2638299,531
2053,2638300,0
2053,2638301,3318
2053,2638302,0
2053,2638308,8960
2053,2638310,1718
2053,2638311,9719
2053,2638312,199
2053,2638313,10150
2053,2638314,4892
2053,2638315,2770
2053,2638316,2161
2053,2638317,3597
2053,2638318,3498
2053,2638319,4115
2053,2638320,5712
2053,2638321,4826
2053,2638322,4193
2053,2638323,4296
2053,2638324,4190
2053,2638325,3846
2053,2638326,4882
2053,2638327,4238
2053,2638328,4752
2053,2638329,4267
2053,2638330,4225
2053,2638331,4327
2053,2638332,3163
2053,2638333,1220
2053,2638334,980
2053,2638335,241
2053,2638336,24217
2053,2638337,8355
2053,2638338,12338
2053,2638339,1756
2053,2638340,3378
2053,2638341,1258
2053,2638342,114199
2053,2638343,10959
2053,2638344,1928
2053,2638345,3449
2053,2638346,733
2053,2638347,21458
2053,2638348,1590
2053,2638349,27242
2053,2638350,2839
2053,2638351,13283
2053,2638352,3148
2053,2638353,2972
2053,2638354,1355
2053,2638355,43006
2053,2638356,8965
2053,2638358,21
2053,2638359,1010
2053,2638360,3128
2053,2638361,2169
2053,2638362,1884
2053,2638363,1807
2053,2638364,2430
2053,2638365,2026
2053,2638366,2236
2053,2638367,1990
2053,2638368,2091
2053,2638369,1930
2053,2638370,2073
2053,2638371,1730
2053,2638372,1942
2053,2638373,2009
2053,2638374,2327
